TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Scary Movie,"$4,606,772",-5%,-,2912,"$1,581","$63,724,284",7,Miramax,False,False
2,2,The Perfect Storm,"$2,520,900",-0.1%,-50.7%,3407,$739,"$111,371,575",14,Warner Bros.,False,False
3,3,The Kid,"$1,664,562",+2.1%,-,2167,$768,"$19,533,462",7,Walt Disney Studios Motion Pictures,False,False
4,4,The Patriot,"$1,538,372",+1.8%,-42.5%,3061,$502,"$72,151,374",16,Sony Pictures Releasing,False,False
5,5,"Me, Myself & Irene","$904,565",<0.1%,-50.7%,2996,$301,"$71,394,581",21,Twentieth Century Fox,False,False
6,6,The Adventures of Rocky & Bullwinkle,"$495,340",+2.1%,-46.3%,2482,$199,"$18,134,290",14,Universal Pictures,False,False
7,8,Gone in 60 Seconds,"$449,348",+0.5%,-39.7%,1871,$240,"$88,440,595",35,Walt Disney Studios Motion Pictures,False,False
8,7,Big Momma's House,"$433,329",-5.6%,-42.8%,1926,$224,"$105,470,780",42,Twentieth Century Fox,False,False
9,9,Mission: Impossible II,"$308,436",+0.9%,-38.9%,2057,$149,"$205,357,463",51,Paramount Pictures,False,False
10,10,Gladiator,"$263,273",+7.9%,-25.5%,1210,$217,"$175,010,197",70,DreamWorks Distribution,False,False
11,11,Road Trip,"$56,491",+1.1%,-48.9%,607,$93,"$66,468,464",56,DreamWorks Distribution,False,False
12,12,The Flintstones in Viva Rock Vegas,"$36,735",-0.2%,+14.7%,368,$99,"$34,172,460",77,Universal Pictures,False,False
13,13,U-571,"$31,975",+4.8%,+6.1%,357,$89,"$75,871,515",84,Universal Pictures,False,False
14,14,Erin Brockovich,"$25,525",+11%,-2.5%,242,$105,"$125,012,825",119,Universal Pictures,False,False
15,15,Small Time Crooks,"$19,705",+1.9%,-25.8%,211,$93,"$16,643,279",56,DreamWorks Distribution,False,False
