TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,The Departed,"$1,559,368",+0.2%,-32.7%,3017,$516,"$63,472,929",14,Warner Bros.,False,False
2,2,Man of the Year,"$741,925",-1.7%,-,2515,$295,"$15,480,880",7,Universal Pictures,False,False
3,3,The Grudge 2,"$678,755",+9.2%,-,3211,$211,"$23,680,202",7,Sony Pictures Releasing,False,False
4,4,Open Season,"$667,169",+31%,-14.5%,3687,$180,"$61,602,305",21,Sony Pictures Releasing,False,False
5,6,The Guardian,"$448,742",+5.6%,-30.5%,3044,$147,"$42,907,715",21,Walt Disney Studios Motion Pictures,False,False
6,5,The Texas Chainsaw Massacre: The Beginning,"$448,000",+4.4%,-45.9%,2820,$158,"$32,109,139",14,New Line Cinema,False,True
7,7,The Marine,"$374,904",-2.3%,-,2545,$147,"$8,822,674",7,Twentieth Century Fox,False,False
8,8,Employee of the Month,"$369,709",+8.8%,-34.6%,2579,$143,"$21,038,727",14,Lionsgate,False,False
9,10,One Night with the King,"$320,877",+24.7%,-,909,$353,"$5,307,651",7,8x Entertainment,False,False
10,9,Jackass Number Two,"$266,655",+1.6%,-42.6%,2330,$114,"$69,528,878",28,Paramount Pictures,False,False
11,11,The Illusionist,"$117,392",-1.1%,-31.8%,825,$142,"$36,712,184",63,Yari Film Group Releasing,False,False
12,14,Facing the Giants,"$117,000",+28.6%,-4.1%,347,$337,"$4,439,080",21,IDP Distribution,False,True
13,13,School for Scoundrels,"$107,367",+10.5%,-54.3%,1406,$76,"$16,768,101",21,-,False,False
14,12,The Queen,"$94,000",-4.1%,+118.6%,46,"$2,043","$2,258,507",20,Miramax,False,True
15,15,Fearless,"$83,000",+9.2%,-51.5%,886,$93,"$23,852,003",28,Rogue Pictures,False,True
16,16,Little Miss Sunshine,"$78,682",+4%,-31.7%,505,$155,"$56,667,421",86,Fox Searchlight Pictures,False,False
17,18,Gridiron Gang,"$60,009",+18.9%,-55.8%,1174,$51,"$38,189,724",35,Sony Pictures Releasing,False,False
18,19,The Science of Sleep,"$56,456",+16.2%,-21%,243,$232,"$3,694,773",28,Warner Independent Pictures (WIP),False,False
19,17,The Last King of Scotland,"$56,258",-0.4%,+99.7%,104,$540,"$1,493,164",23,Fox Searchlight Pictures,False,False
20,20,Infamous,"$39,781",-9%,-,179,$222,"$633,989",7,Warner Independent Pictures (WIP),False,False
21,21,Flyboys,"$34,814",+5.2%,-69.4%,441,$78,"$12,716,843",28,Metro-Goldwyn-Mayer (MGM),False,False
22,23,Deep Sea,"$31,484",+45.1%,+28%,35,$899,"$19,933,245",231,Warner Bros.,False,False
23,22,Superman Returns,"$26,319",+12.7%,-8.5%,348,$75,"$199,833,005",114,Warner Bros.,False,False
24,25,Barnyard,"$23,525",+32.5%,-24.7%,392,$60,"$72,187,321",77,Paramount Pictures,False,False
25,24,Shortbus,"$22,000",+4.8%,-,25,$880,"$490,312",16,THINKFilm,False,True
26,26,The Black Dahlia,"$15,595",+7.1%,-72%,224,$69,"$22,471,805",35,Universal Pictures,False,False
27,28,The Last Kiss,"$14,643",+9%,-55.9%,149,$98,"$11,559,955",35,DreamWorks,False,False
28,27,The Devil Wears Prada,"$13,542",-4.3%,-24.8%,161,$84,"$124,368,948",112,Twentieth Century Fox,False,False
29,30,Alex Rider: Operation Stormbreaker,"$12,502",+19%,-,221,$56,"$444,876",14,The Weinstein Company,False,False
30,34,Everyone's Hero,"$11,601",+84%,-41.1%,216,$53,"$14,162,005",35,Twentieth Century Fox,False,False
31,29,The U.S. vs. John Lennon,"$11,315",-7.5%,-29.7%,58,$195,"$750,357",35,Lionsgate,False,False
32,31,World Trade Center,"$11,012",+18%,+92%,191,$57,"$70,278,893",72,Paramount Pictures,False,False
33,32,The Ant Bully,"$10,948",+25.6%,+488.3%,272,$40,"$27,802,518",84,Warner Bros.,False,False
34,33,The Protector,"$6,603",+2%,-22.9%,68,$97,"$11,761,001",42,Dragon Dynasty,False,False
35,35,Accepted,"$6,550",+18.3%,-35.3%,131,$50,"$36,323,505",63,Universal Pictures,False,False
36,36,An Inconvenient Truth,"$2,803",-3.9%,-48.2%,38,$73,"$23,783,527",149,Paramount Classics,False,False
37,37,Crank,"$2,292",-3.7%,-74.6%,36,$63,"$27,838,408",49,Lionsgate,False,False
38,38,The Wicker Man,"$2,195",+20.3%,-70.1%,57,$38,"$23,421,132",49,Warner Bros.,False,False
39,39,Deliver Us from Evil,"$1,760",+2.1%,-,4,$440,"$23,379",7,Lionsgate,False,False
40,40,Beerfest,"$1,072",+1.5%,-40.2%,20,$53,"$19,100,080",56,Warner Bros.,False,False
41,41,Material Girls,$406,+63.7%,-0.2%,17,$23,"$11,412,590",63,Metro-Goldwyn-Mayer (MGM),False,False
