TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Brokeback Mountain,"$746,512",+0.4%,+12.9%,683,"$1,092","$33,564,466",41,Focus Features,False,False
2,2,Glory Road,"$635,614",-8.4%,-,2222,$286,"$18,256,916",6,Walt Disney Studios Motion Pictures,False,False
3,3,Hostel,"$598,952",-11.6%,-51.9%,2337,$256,"$37,848,751",13,Lionsgate,False,False
4,4,Last Holiday,"$551,949",-10.6%,-,2514,$219,"$16,677,908",6,Paramount Pictures,False,False
5,5,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$498,576",-12.1%,-40.1%,3224,$154,"$265,086,453",41,Walt Disney Studios Motion Pictures,False,False
6,7,Fun with Dick and Jane,"$441,142",-5.8%,-34.8%,3239,$136,"$95,155,193",29,Sony Pictures Releasing,False,False
7,6,Hoodwinked!,"$415,404",-18.2%,-,2394,$173,"$17,802,401",34,The Weinstein Company,False,False
8,9,Memoirs of a Geisha,"$391,902",+0.6%,-34.1%,1654,$236,"$48,095,664",41,Sony Pictures Releasing,False,False
9,10,Munich,"$381,455",-0.1%,-38.9%,1498,$254,"$34,571,050",27,Universal Pictures,False,False
10,8,King Kong,"$366,505",-6.8%,-44.5%,2814,$130,"$205,287,420",36,Universal Pictures,False,False
11,11,Tristan & Isolde,"$323,177",-9.7%,-,1845,$175,"$8,293,081",6,Twentieth Century Fox,False,False
12,12,Walk the Line,"$249,492",+0.6%,+15.6%,864,$288,"$98,752,404",62,Twentieth Century Fox,False,False
13,14,Rumor Has It...,"$189,978",+4.1%,-56.8%,1955,$97,"$40,436,201",25,Warner Bros.,False,False
14,13,Cheaper by the Dozen 2,"$182,723",-20.3%,-41.7%,2773,$65,"$75,080,185",29,Twentieth Century Fox,False,False
15,15,Casanova,"$174,886",+1.1%,-46.4%,1011,$172,"$9,352,334",25,Walt Disney Studios Motion Pictures,False,False
16,16,The Family Stone,"$162,300",+6.9%,-53.9%,1441,$112,"$57,493,378",34,Twentieth Century Fox,False,False
17,17,Match Point,"$147,203",+10%,-29.3%,312,$471,"$7,081,087",22,DreamWorks Distribution,False,False
18,19,Syriana,"$126,546",+4.4%,-33.5%,706,$179,"$44,508,482",57,Warner Bros.,False,False
19,18,The Ringer,"$120,790",-7.3%,-47.2%,1388,$87,"$32,185,011",27,Fox Searchlight Pictures,False,False
20,20,The Producers,"$117,750",+3.4%,-42.8%,785,$150,"$17,669,772",34,Universal Pictures,False,False
21,21,Grandma's Boy,"$97,632",-9.4%,-61.6%,2016,$48,"$5,702,875",13,Twentieth Century Fox,False,False
22,22,Harry Potter and the Goblet of Fire,"$91,300",-9.1%,-47%,1003,$91,"$284,553,620",62,Warner Bros.,False,False
23,23,Mrs. Henderson Presents,"$37,536",-4.1%,+158.1%,52,$721,"$1,205,656",41,The Weinstein Company,False,False
24,24,The Matador,"$36,782",+5%,+47.6%,56,$656,"$1,043,265",20,The Weinstein Company,False,False
25,25,"Good Night, and Good Luck.","$29,886",+29.4%,-2.6%,144,$207,"$24,635,511",104,Warner Independent Pictures (WIP),False,False
26,27,Transamerica,"$16,398",-2.5%,+151.2%,9,"$1,822","$543,985",48,The Weinstein Company,False,False
27,26,Æon Flux,"$15,157",-12.4%,+61.1%,267,$56,"$25,499,089",48,Paramount Pictures,False,False
28,28,"Yours, Mine & Ours","$13,973",-13.5%,-46.4%,257,$54,"$52,372,217",57,Paramount Pictures,False,False
29,30,The Polar Express2005 IMAX Release,"$11,632",+43%,-33.9%,62,$187,"$10,732,180",57,Warner Bros.,False,False
30,29,Wolf Creek,"$10,712",-8.4%,-86.5%,290,$36,"$15,877,730",25,-,False,False
31,31,Jarhead,"$3,525",-1.3%,-41.4%,102,$34,"$62,654,635",76,Universal Pictures,False,False
32,33,Paradise Now,"$3,469",+27.2%,+55.7%,16,$216,"$1,096,304",83,Warner Independent Pictures (WIP),False,False
33,32,Get Rich or Die Tryin',"$2,945",-15.8%,-35.7%,63,$46,"$30,948,002",71,Paramount Pictures,False,False
34,34,Derailed,"$1,764",-13.8%,-34%,35,$50,"$35,757,415",69,The Weinstein Company,False,False
