TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Good Boys,"$5,757,845",-21.4%,-,3204,"$1,797","$21,402,605",3,Universal Pictures,False,False
2,2,Fast & Furious Presents: Hobbs & Shaw,"$4,216,695",-30.7%,-45.5%,3757,"$1,122","$133,780,735",17,Universal Pictures,False,False
3,3,The Lion King,"$3,798,373",-27.4%,-39.8%,3560,"$1,066","$496,540,672",31,-,False,False
4,4,The Angry Birds Movie 2,"$3,201,115",-27.2%,-,3869,$827,"$16,091,219",6,Sony Pictures Entertainment (SPE),False,False
5,5,Scary Stories to Tell in the Dark,"$2,913,645",-28.6%,-44.3%,3135,$929,"$40,174,793",10,Lionsgate,False,False
6,6,Dora and the Lost City of Gold,"$2,765,645",-22.5%,-44.3%,3735,$740,"$33,976,975",10,Paramount Pictures,False,False
7,7,Once Upon a Time... In Hollywood,"$2,338,052",-27.4%,-33.9%,2504,$933,"$114,429,567",24,Sony Pictures Entertainment (SPE),False,False
8,8,47 Meters Down: Uncaged,"$2,194,013",-30.7%,-,2853,$769,"$8,427,265",3,Entertainment Studios Motion Pictures,False,False
9,9,The Art of Racing in the Rain,"$1,349,728",-28.8%,-38.4%,2765,$488,"$17,050,136",10,Twentieth Century Fox,False,False
10,10,Blinded by the Light,"$1,193,846",-31.2%,-,2307,$517,"$4,333,305",3,Warner Bros.,False,False
11,11,"Where'd You Go, Bernadette","$915,368",-30.6%,-,2404,$380,"$3,462,308",3,United Artists Releasing,False,False
12,12,Spider-Man: Far from Home,"$845,884",-29%,-47.6%,1515,$558,"$376,676,361",48,Sony Pictures Entertainment (SPE),False,False
13,14,Toy Story 4,"$674,023",-27.6%,-49%,1245,$541,"$424,413,510",59,-,False,False
14,13,The Kitchen,"$636,548",-31.9%,-59%,2745,$231,"$10,375,575",10,Warner Bros.,False,False
15,15,The Farewell,"$456,445",-26.2%,-25.7%,861,$530,"$12,817,019",38,A24,False,False
16,16,Mission Mangal,"$433,681",-25.5%,-,263,"$1,648","$1,522,399",4,FIP,False,False
17,17,Brian Banks,"$211,567",-30%,-64.4%,980,$215,"$3,749,367",10,Bleecker Street Media,False,False
18,18,Yesterday,"$160,105",-35.9%,-44.9%,502,$318,"$71,663,010",52,Universal Pictures,False,False
19,21,The Peanut Butter Falcon,"$86,066",-24.6%,+49.7%,49,"$1,756","$583,902",10,Roadside Attractions,False,False
20,20,The Secret Life of Pets 2,"$79,570",-30.5%,-34.2%,242,$328,"$157,091,985",73,Universal Pictures,False,False
21,19,Aladdin,"$76,787",-47.1%,-65.5%,225,$341,"$353,530,157",87,-,False,False
22,24,Luce,"$48,868",-29%,+42.4%,58,$842,"$531,097",17,Neon,False,False
23,23,Menteur,"$36,846",-56.7%,-19.8%,70,$526,"$3,999,729",38,Entertainment One,False,False
24,22,Crawl,"$36,713",-58.7%,-79.9%,174,$210,"$38,627,299",38,Paramount Pictures,False,False
25,25,John Wick: Chapter 3 - Parabellum,"$34,946",-40.4%,-1.5%,148,$236,"$170,669,871",94,Lionsgate,False,False
26,26,Rocketman,"$29,738",-34.2%,-27.8%,160,$185,"$96,089,685",80,Paramount Pictures,False,False
27,27,Avengers: Endgame,"$29,077",-32.3%,-56.9%,148,$196,"$858,142,395",115,-,False,False
28,28,Midsommar,"$27,825",-26.3%,-47%,75,$371,"$25,922,759",47,A24,False,False
29,29,Men in Black: International,"$22,195",-34.5%,-36.3%,116,$191,"$79,538,167",66,Sony Pictures Entertainment (SPE),False,False
30,30,Tel Aviv on Fire,"$19,336",-30.1%,-5.4%,31,$623,"$233,528",17,Cohen Media Group,False,False
31,32,Honeyland,"$18,804",-20%,+66.3%,32,$587,"$210,163",24,Neon,False,False
32,33,Godzilla: King of the Monsters,"$15,103",-27.7%,-33.3%,95,$158,"$110,429,154",80,Warner Bros.,False,False
33,35,One Child Nation,"$14,913",-23.5%,+219.3%,18,$828,"$77,514",10,Amazon Studios,False,False
34,36,The Nightingale,"$13,737",-28.2%,-16%,39,$352,"$183,607",17,IFC Films,False,False
35,31,Annabelle Comes Home,"$13,098",-46.1%,-82.4%,102,$128,"$72,581,844",54,Warner Bros.,False,False
36,37,The Last Black Man in San Francisco,"$11,579",-31.7%,-34.6%,29,$399,"$4,487,574",73,A24,False,False
37,40,Marianne & Leonard: Words of Love,"$10,982",+7.3%,-20.2%,65,$168,"$844,953",45,Roadside Attractions,False,False
38,39,The Bravest,"$8,967",-20.6%,-73.8%,33,$271,"$243,630",10,Sony Pictures Entertainment (SPE),False,False
39,41,Pavarotti,"$8,947",-11.4%,-38.9%,25,$357,"$4,600,249",73,CBS Films,False,False
40,38,Echo in the Canyon,"$8,739",-23.4%,-48.9%,35,$249,"$3,248,039",87,Greenwich Entertainment,False,False
41,42,The Biggest Little Farm,"$5,377",-21.5%,-50.4%,27,$199,"$4,338,194",101,Neon,False,False
42,46,Wild Rose,"$5,165",+2%,-62.4%,17,$303,"$1,615,405",59,Neon,False,False
43,43,Stuber,"$4,720",-28%,-68.3%,50,$94,"$22,297,219",38,Twentieth Century Fox,False,False
44,44,Late Night,"$4,278",-32.9%,-37%,32,$133,"$15,482,660",73,Amazon Studios,False,False
45,47,End of the Century,"$2,165",-47.5%,-,1,"$2,165","$10,063",3,The Cinema Guild,False,False
46,50,Ode to Joy,"$2,064",-24.8%,+319.5%,16,$129,"$13,034",10,IFC Films,False,False
47,48,Sword of Trust,"$1,635",-53.1%,-79.6%,15,$109,"$312,234",38,IFC Films,False,False
48,51,Buñuel in the Labyrinth of the Turtles,"$1,307",-39.9%,-,2,$653,"$9,919",3,GKIDS,False,False
49,34,The Fighting Preacher,"$1,112",-94.4%,-13%,19,$58,"$482,350",26,Purdie Distribution,False,False
50,52,La femme de mon frère,$905,-46.6%,+93.8%,2,$452,"$510,410",73,Entertainment One,False,False
51,45,The Other Side of Heaven 2: Fire of Faith,$789,-85.9%,-50.6%,21,$37,"$1,646,705",52,ArtAffects Entertainment,False,False
52,53,Them That Follow,$659,-31.7%,-97.2%,22,$29,"$157,199",17,1091 Media,False,False
53,55,Free Trip to Egypt,$264,-14%,-47.2%,2,$132,"$32,335",80,-,False,False
54,54,Bethany Hamilton: Unstoppable,$254,-49.2%,-39.8%,6,$42,"$583,814",38,Entertainment Studios Motion Pictures,False,False
55,57,ECCO,$245,+6.1%,-98.3%,7,$35,"$85,563",10,Citadel Film Group,False,False
56,56,Hampstead,$184,-33.6%,-71.2%,3,$61,"$144,396",66,IFC Films,False,False
