TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Cradle 2 the Grave,"$4,276,042",-30.9%,-,2625,"$1,628","$16,521,468",3,Warner Bros.,False,False
2,2,Old School,"$3,792,633",-34.6%,-14.9%,2742,"$1,383","$37,379,629",10,DreamWorks Distribution,False,False
3,3,Daredevil,"$2,960,593",-41.3%,-37.2%,3234,$915,"$84,186,869",17,Twentieth Century Fox,False,False
4,6,The Jungle Book 2,"$2,377,040",-27.2%,-16.5%,2814,$844,"$33,865,935",17,Walt Disney Studios Motion Pictures,False,False
5,4,How to Lose a Guy in 10 Days,"$2,346,286",-49.5%,-7.3%,2923,$802,"$77,620,291",24,Paramount Pictures,False,False
6,5,Chicago,"$2,090,000",-42.2%,-1.2%,2447,$854,"$104,901,344",66,Miramax,False,True
7,7,Shanghai Knights,"$1,338,969",-41%,-19.2%,2515,$532,"$50,931,526",24,Walt Disney Studios Motion Pictures,False,False
8,8,The Life of David Gale,"$1,231,845",-38.5%,-30.5%,2003,$615,"$13,607,445",10,Universal Pictures,False,False
9,12,Dark Blue,"$914,502",+3.8%,-16.2%,2176,$420,"$7,563,151",10,United Artists,False,False
10,9,Gods and Generals,"$837,694",-37.2%,-30.7%,1533,$546,"$8,932,117",10,Warner Bros.,False,False
11,10,The Recruit,"$700,945",-42.3%,-17.2%,1508,$464,"$48,093,286",31,Walt Disney Studios Motion Pictures,False,False
12,11,The Hours,"$572,386",-36.5%,-13.4%,1010,$566,"$33,032,582",66,Paramount Pictures,False,False
13,14,Final Destination 2,"$533,000",-34.8%,-33%,1204,$442,"$43,003,540",31,New Line Cinema,False,True
14,17,Kangaroo Jack,"$513,504",-18.8%,-24.4%,1545,$332,"$63,609,564",45,Warner Bros.,False,False
15,13,About Schmidt,"$497,000",-43.3%,+16.9%,1007,$493,"$57,979,861",80,New Line Cinema,False,True
16,15,The Lord of the Rings: The Two Towers,"$495,564",-33.2%,-9%,905,$547,"$330,338,275",75,New Line Cinema,False,False
17,16,The Pianist,"$439,000",-33.8%,+24.4%,564,$778,"$14,814,127",68,Focus Features,False,True
18,18,The Quiet American,"$303,000",-43.8%,+3.8%,222,"$1,364","$5,791,796",101,Miramax,False,True
19,19,Deliver Us from Eva,"$256,000",-40.3%,-48.3%,537,$476,"$16,069,535",24,Focus Features,False,True
20,20,Gangs of New York,"$195,000",-39.3%,-,725,$268,"$74,621,519",73,Miramax,False,True
21,21,Catch Me If You Can,"$144,740",-47.2%,-29.2%,401,$360,"$161,924,205",68,DreamWorks Distribution,False,False
22,22,Adaptation.,"$132,478",-42%,-15.2%,300,$441,"$20,106,250",87,Sony Pictures Releasing,False,False
23,24,Darkness Falls,"$105,766",-48.2%,-32.9%,307,$344,"$31,521,572",38,Revolution Studios,False,False
24,23,Biker Boyz,"$101,525",-50.7%,-52.6%,379,$267,"$21,109,756",31,DreamWorks Distribution,False,False
25,26,Poolhall Junkies,"$93,000",-12.3%,-,179,$519,"$301,856",3,-,False,True
26,25,The Guru,"$80,073",-30.8%,+9.6%,98,$817,"$2,456,440",31,Universal Pictures,False,False
27,27,Harry Potter and the Chamber of Secrets,"$74,116",-25.3%,-7.6%,388,$191,"$261,123,736",108,Warner Bros.,False,False
28,30,Spider,"$60,557",-19.1%,-,27,"$2,242","$200,782",73,Sony Pictures Classics,False,False
29,28,Maid in Manhattan,"$58,721",-33.5%,+301.1%,203,$289,"$93,133,369",80,Revolution Studios,False,False
30,32,Bowling for Columbine,"$45,007",-29.3%,-2.2%,106,$424,"$18,855,327",143,United Artists,False,False
31,31,Antwone Fisher,"$40,006",-40.1%,+62.4%,140,$285,"$20,506,345",74,Fox Searchlight Pictures,False,False
32,29,Just Married,"$38,397",-49.5%,-30.8%,215,$178,"$54,653,987",52,Twentieth Century Fox,False,False
33,33,Drumline,"$35,569",-40.1%,+8.4%,144,$247,"$55,787,297",80,Twentieth Century Fox,False,False
34,34,National Security,"$18,326",-38%,-41.3%,80,$229,"$35,764,982",45,Sony Pictures Releasing,False,False
35,37,The Wild Thornberrys,"$17,047",-3.9%,+9%,119,$143,"$39,205,947",73,Paramount Pictures,False,False
36,35,Two Weeks Notice,"$16,242",-41.3%,+26.4%,141,$115,"$92,567,155",73,Warner Bros.,False,False
37,36,Narc,"$14,731",-26.5%,+389.1%,109,$135,"$10,392,657",73,Paramount Pictures,False,False
38,38,8 Mile,"$11,160",-26.5%,-18.4%,62,$180,"$116,691,635",115,Universal Pictures,False,False
39,40,Star Trek: Nemesis,"$6,663",-41.1%,-49.1%,69,$96,"$43,102,408",80,Paramount Pictures,False,False
40,41,Till Human Voices Wake Us,"$4,241",-38.9%,+73%,10,$424,"$28,145",10,Paramount Classics,False,False
41,42,The Way Home,"$2,696",-39.4%,-,11,$245,"$376,826",108,Paramount Classics,False,False
42,39,Star Wars: Episode II - Attack of the Clones2002 IMAX Release,$350,-96.9%,-89.9%,5,$70,"$8,351,387",122,Twentieth Century Fox,False,False
