TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,-,Cradle 2 the Grave,"$6,055,214",-,-,2625,"$2,306","$6,055,214",1,Warner Bros.,True,False
2,1,Old School,"$4,444,851",+216.2%,-27.9%,2742,"$1,621","$27,784,868",8,DreamWorks Distribution,False,False
3,4,How to Lose a Guy in 10 Days,"$3,264,403",+347.7%,-16.8%,2923,"$1,116","$70,632,330",22,Paramount Pictures,False,False
4,2,Daredevil,"$3,120,707",+266.9%,-42.2%,3234,$964,"$76,186,567",15,Twentieth Century Fox,False,False
5,3,Chicago,"$2,145,000",+176.8%,-12.4%,2447,$876,"$99,192,441",64,Miramax,False,True
6,7,Shanghai Knights,"$1,418,164",+300.1%,-23.9%,2515,$563,"$47,321,788",22,Walt Disney Studios Motion Pictures,False,False
7,6,The Jungle Book 2,"$1,343,671",+225.8%,-27.7%,2814,$477,"$28,225,604",15,Walt Disney Studios Motion Pictures,False,False
8,5,The Life of David Gale,"$1,301,555",+188.6%,-44%,2003,$649,"$10,371,605",8,Universal Pictures,False,False
9,10,The Recruit,"$812,678",+205.7%,-21.7%,1508,$538,"$46,177,486",29,Walt Disney Studios Motion Pictures,False,False
10,8,Gods and Generals,"$775,285",+145%,-47.4%,1533,$505,"$6,760,926",8,Warner Bros.,False,False
11,11,The Hours,"$577,134",+139.4%,-19.8%,1010,$571,"$31,558,201",64,Paramount Pictures,False,False
12,9,Dark Blue,"$567,781",+99.5%,-53.4%,2176,$260,"$5,767,930",8,United Artists,False,False
13,12,Final Destination 2,"$541,000",+190.9%,-42.4%,1204,$449,"$41,652,196",29,New Line Cinema,False,True
14,13,About Schmidt,"$486,000",+185.9%,+1.2%,1007,$482,"$56,605,351",78,New Line Cinema,False,True
15,14,The Lord of the Rings: The Two Towers,"$380,421",+161.1%,-22.2%,905,$420,"$329,100,557",73,New Line Cinema,False,False
16,15,The Pianist,"$356,000",+184.8%,+22.8%,564,$631,"$13,711,011",66,Focus Features,False,True
17,18,The Quiet American,"$281,000",+234.5%,-4.7%,222,"$1,265","$4,949,244",99,Miramax,False,True
18,16,Deliver Us from Eva,"$256,000",+146.2%,-50.3%,537,$476,"$15,384,394",22,Focus Features,False,True
19,17,Kangaroo Jack,"$217,403",+157.5%,-47.5%,1545,$140,"$62,463,482",43,Warner Bros.,False,False
20,-,Gangs of New York,"$181,000",-,-,725,$249,"$74,105,667",71,Miramax,False,True
21,19,Catch Me If You Can,"$163,742",+125.2%,-32.8%,401,$408,"$161,505,221",66,DreamWorks Distribution,False,False
22,22,Darkness Falls,"$138,472",+269.1%,-39%,307,$451,"$31,211,506",36,Revolution Studios,False,False
23,20,Adaptation.,"$126,751",+155.8%,-19.7%,300,$422,"$19,745,343",85,Sony Pictures Releasing,False,False
24,21,Biker Boyz,"$117,951",+164.2%,-50.8%,379,$311,"$20,802,125",29,DreamWorks Distribution,False,False
25,-,Poolhall Junkies,"$102,000",-,-,179,$569,"$102,000",1,-,True,True
26,23,The Guru,"$73,050",+237.9%,-4.6%,98,$745,"$2,260,674",29,Universal Pictures,False,False
27,-,Maid in Manhattan,"$54,703",-,+188.7%,203,$269,"$92,986,338",78,Revolution Studios,False,False
28,24,Just Married,"$53,125",+187.5%,-40.4%,215,$247,"$54,539,568",50,Twentieth Century Fox,False,False
29,-,Spider,"$50,779",-,-,27,"$1,880","$62,411",71,Sony Pictures Classics,False,False
30,26,Harry Potter and the Chamber of Secrets,"$48,755",+207.4%,-19%,388,$125,"$260,950,376",106,Warner Bros.,False,False
31,28,Antwone Fisher,"$41,373",+345.7%,+61.9%,140,$295,"$20,399,548",72,Fox Searchlight Pictures,False,False
32,25,Bowling for Columbine,"$37,427",+110.2%,-13.6%,106,$353,"$18,746,619",141,United Artists,False,False
33,29,Drumline,"$31,612",+338.7%,-0.7%,144,$219,"$55,692,369",78,Twentieth Century Fox,False,False
34,31,Two Weeks Notice,"$22,262",+285.8%,-7.2%,141,$157,"$92,523,241",71,Warner Bros.,False,False
35,-,National Security,"$16,809",-,-47.3%,80,$210,"$35,717,089",43,Sony Pictures Releasing,False,False
36,37,Narc,"$13,320","+1,493.3%",+484.7%,109,$122,"$10,357,883",71,Paramount Pictures,False,False
37,32,8 Mile,"$8,990",+82%,-30.4%,62,$145,"$116,665,285",113,Universal Pictures,False,False
38,30,Star Trek: Nemesis,"$6,849",+6.9%,-55.1%,69,$99,"$43,084,408",78,Paramount Pictures,False,False
39,33,The Wild Thornberrys,"$5,204",+135%,-41.2%,119,$43,"$39,171,162",71,Paramount Pictures,False,False
40,34,Star Wars: Episode II - Attack of the Clones2002 IMAX Release,"$4,973",+271.4%,-65.7%,5,$994,"$8,339,628",120,Twentieth Century Fox,False,False
41,35,Till Human Voices Wake Us,"$4,712",+353.1%,+117.8%,10,$471,"$16,965",8,Paramount Classics,False,False
42,36,The Way Home,"$2,907",+219.5%,+59.2%,11,$264,"$369,680",106,Paramount Classics,False,False
